"Date","Time","Open","High","Low","Close","Vol","OI","UpperBand","LowerBand","MidLine"
06/28/2019,22:00,363.92,366.23,361.57,364.01,4737120,0,381.91,335.41,358.66
07/01/2019,22:00,364.88,365.23,353.32,356.46,6409568,0,381.00,338.08,359.54
07/02/2019,22:00,355.63,356.78,352.69,354.16,3777328,0,380.53,339.50,360.02
07/03/2019,22:00,354.50,354.85,352.26,354.47,2164921,0,380.33,340.27,360.30
07/05/2019,22:00,354.00,357.25,351.43,355.86,3208164,0,380.21,340.91,360.56
07/08/2019,22:00,350.41,352.96,349.40,351.12,3262324,0,380.30,340.57,360.43
07/09/2019,22:00,349.05,353.85,347.90,353.09,4828204,0,380.31,340.49,360.40
07/10/2019,22:00,354.49,356.52,351.25,352.30,2946742,0,380.17,340.92,360.55
07/11/2019,22:00,352.62,359.26,350.70,359.00,5059223,0,379.79,342.50,361.14
07/12/2019,22:00,360.00,365.45,358.14,365.33,3592818,0,379.81,344.13,361.97
07/15/2019,22:00,360.50,362.85,359.02,361.61,4814634,0,379.19,346.19,362.69
07/16/2019,22:00,361.26,365.35,361.20,362.75,2960425,0,379.19,346.97,363.08
07/17/2019,22:00,362.75,369.75,362.00,369.52,4009990,0,378.48,347.24,362.86
07/18/2019,22:00,367.60,368.45,359.75,361.11,4615218,0,377.90,347.08,362.49
07/19/2019,22:00,370.67,378.40,368.50,377.36,9503960,0,378.45,346.77,362.61
07/22/2019,22:00,376.94,382.48,371.89,373.42,4267293,0,378.73,346.65,362.69
07/23/2019,22:00,374.27,376.43,370.68,373.07,3354863,0,378.56,346.73,362.65
07/24/2019,22:00,370.28,371.36,360.03,361.43,7447884,0,377.87,346.63,362.25
07/25/2019,22:00,356.18,357.69,345.71,348.09,9663678,0,376.55,345.27,360.91
07/26/2019,22:00,346.20,348.43,342.00,345.00,4441078,0,376.98,342.94,359.96
07/29/2019,22:00,344.99,346.08,339.11,340.21,4116566,0,377.71,339.83,358.77
07/30/2019,22:00,339.84,347.49,336.56,347.46,4527975,0,377.88,338.76,358.32
07/31/2019,22:00,348.49,351.29,341.05,341.18,5219748,0,378.55,336.79,357.67
08/01/2019,22:00,341.91,344.29,333.00,334.29,6465267,0,379.88,333.44,356.66
08/02/2019,22:00,334.56,340.54,332.32,339.56,4675379,0,380.24,331.45,355.85
08/05/2019,22:00,332.46,333.37,326.96,331.06,5876085,0,381.48,328.21,354.84
08/06/2019,22:00,333.99,335.70,329.14,332.45,3653260,0,382.18,325.44,353.81
08/07/2019,22:00,328.60,333.65,324.57,331.38,4187612,0,382.77,322.75,352.76
08/08/2019,22:00,331.30,336.43,328.86,336.35,3672980,0,382.32,320.95,351.63
08/09/2019,22:00,334.06,339.08,333.17,337.55,3102912,0,380.84,319.65,350.24
08/12/2019,22:00,333.68,336.01,331.37,332.88,2683990,0,379.82,317.79,348.81
08/13/2019,22:00,331.82,337.40,330.50,332.86,3722995,0,378.38,316.24,347.31
08/14/2019,22:00,328.35,329.54,320.41,320.42,5110375,0,376.27,313.44,344.86
08/15/2019,22:00,323.00,328.07,319.55,328.00,4721760,0,374.51,311.89,343.20
08/16/2019,22:00,330.22,331.16,326.48,330.45,3866567,0,368.37,313.34,340.86
08/19/2019,22:00,334.18,335.91,331.40,333.78,2335628,0,362.10,315.65,338.87
08/20/2019,22:00,332.47,333.50,328.88,331.75,2039413,0,354.09,319.53,336.81
08/21/2019,22:00,335.48,342.58,333.21,339.99,3266453,0,348.96,322.51,335.74
08/22/2019,22:00,342.43,356.44,341.01,354.41,8325094,0,350.67,321.43,336.05
08/23/2019,22:00,355.35,369.69,354.35,356.01,11527786,0,353.22,319.99,336.60
08/26/2019,22:00,365.04,367.34,356.89,359.04,4665447,0,356.80,318.29,337.54
08/27/2019,22:00,359.42,361.31,353.62,354.73,3742125,0,358.14,317.67,337.91
08/28/2019,22:00,353.31,360.19,351.18,359.97,2409302,0,361.23,316.46,338.85
08/29/2019,22:00,363.85,366.04,360.17,362.74,2718316,0,364.83,315.71,340.27
08/30/2019,22:00,364.37,366.37,362.40,364.09,3147903,0,368.15,314.84,341.50
09/03/2019,22:00,354.11,355.32,350.61,354.42,4273831,0,369.43,315.89,342.66
09/04/2019,22:00,357.68,358.03,354.43,356.53,2752789,0,370.86,316.88,343.87
09/05/2019,22:00,360.14,364.71,359.13,360.30,3646077,0,372.57,318.06,345.31
09/06/2019,22:00,361.61,364.91,359.12,363.00,3022591,0,374.62,318.68,346.65
09/09/2019,22:00,357.98,360.93,354.73,358.78,4183288,0,375.83,319.59,347.71
09/10/2019,22:00,359.00,369.49,358.55,369.49,4547237,0,378.32,320.76,349.54
09/11/2019,22:00,368.74,383.50,368.00,382.94,8437022,0,383.20,320.89,352.04
09/12/2019,22:00,383.71,384.00,374.31,375.63,4495290,0,383.98,325.62,354.80
09/13/2019,22:00,377.39,381.75,377.05,379.76,3628926,0,385.77,329.01,357.39
09/16/2019,22:00,378.14,381.63,375.00,378.85,3055451,0,386.81,332.81,359.81
09/17/2019,22:00,378.41,385.31,377.80,384.20,3299033,0,388.54,336.12,362.33
09/18/2019,22:00,383.25,386.74,379.80,386.41,4241370,0,389.28,340.85,365.06
09/19/2019,22:00,386.14,388.52,382.90,384.44,3026629,0,390.00,344.58,367.29
09/20/2019,22:00,384.11,384.73,377.92,379.39,6853019,0,391.02,346.05,368.54
09/23/2019,22:00,376.61,380.10,374.42,377.03,3061873,0,391.59,347.58,369.59
09/24/2019,22:00,379.54,381.89,375.31,381.65,3594472,0,392.76,348.67,370.72
09/25/2019,22:00,384.91,391.00,383.10,386.20,4782395,0,394.04,350.54,372.29
09/26/2019,22:00,387.10,388.23,383.33,386.89,2535350,0,395.50,351.78,373.64
09/27/2019,22:00,388.19,389.69,381.31,382.86,2732148,0,396.26,353.03,374.64
09/30/2019,22:00,383.00,383.77,376.69,380.47,3211818,0,396.65,354.27,375.46
10/01/2019,22:00,381.70,382.85,374.63,374.94,2953276,0,395.36,357.61,376.49
10/02/2019,22:00,371.85,372.99,363.77,367.36,3736441,0,394.12,359.94,377.03
10/03/2019,22:00,366.21,372.25,363.23,372.07,2719561,0,393.10,362.14,377.62
10/04/2019,22:00,372.25,376.13,371.72,375.70,2013254,0,392.25,364.25,378.25
10/07/2019,22:00,374.06,378.15,373.06,376.54,1953195,0,389.99,368.29,379.14
10/08/2019,22:00,371.05,377.34,368.64,374.10,4051648,0,389.56,369.18,379.37
10/09/2019,22:00,376.00,377.86,373.50,374.96,2794769,0,389.20,368.75,378.97
